ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Methods	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Databases	Interaction Identifiers	Confidence Value	Presence In Other Species	Gene Name Interactor A	Gene Name Interactor B
entrez gene:5228	entrez gene:2321	uniprotkb:PLGF_HUMAN	uniprotkb:VGFR1_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0114(x-ray crystallography)|MI:0019(coimmunoprecipitation)|MI:0096(pull down)|MI:0411(enzyme linked immunosorbent assay)	Davis-Smyth T (1998)|Christinger HW (2003)|Lee J (1996)|Mitola S (2010)	pubmed:9452434|pubmed:14684734|pubmed:8700872|pubmed:20660291	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0465(dip)|i2d	-	0.9		PGF	FLT1
entrez gene:7423	entrez gene:2321	uniprotkb:VEGFB_HUMAN	uniprotkb:VGFR1_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Olofsson B (1998)|Makinen T (1999)	pubmed:9751730|pubmed:10409677	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.88		VEGFB	FLT1
entrez gene:2773	entrez gene:966	uniprotkb:GNAI3_HUMAN	uniprotkb:CD59_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Solomon KR (1996)	pubmed:8650218	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		GNAI3	CD59
entrez gene:545	entrez gene:2321	uniprotkb:ATR_HUMAN	uniprotkb:VGFR1_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)	Warner AJ (2000)	pubmed:10749680	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:1014(string)	-	0.67		ATR	FLT1
entrez gene:2078	entrez gene:2078	uniprotkb:ERG_HUMAN	uniprotkb:ERG_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Carr??re S (1998)	pubmed:9681824	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		ERG	ERG
entrez gene:6688	entrez gene:2078	uniprotkb:SPI1_HUMAN	uniprotkb:ERG_HUMAN	-	-	MI:0492(in vitro)	Carr??re S (1998)	pubmed:9681824	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		SPI1	ERG
entrez gene:2313	entrez gene:2078	uniprotkb:FLI1_HUMAN	uniprotkb:ERG_HUMAN	-	-	MI:0492(in vitro)	Carr??re S (1998)	pubmed:9681824	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		FLI1	ERG
entrez gene:2115	entrez gene:2078	uniprotkb:ETV1_HUMAN	uniprotkb:ERG_HUMAN	-	-	MI:0492(in vitro)	Carr??re S (1998)	pubmed:9681824	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		ETV1	ERG
entrez gene:9869	entrez gene:2078	uniprotkb:SETB1_HUMAN	uniprotkb:ERG_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|MI:0006(anti bait coimmunoprecipitation)	Yang L (2002)	pubmed:11791185	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0469(intact)|i2d	-	0.81	taxid:10090(Mus musculus (Mouse))	SETDB1	ERG
entrez gene:4092	entrez gene:7270	uniprotkb:SMAD7_HUMAN	uniprotkb:TTF1_HUMAN	-	-	MI:0018(two hybrid)	Colland F (2004)	pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|colland04|MI:0469(intact)|biogrid	-	0.63		SMAD7	TTF1
entrez gene:6654	entrez gene:6237	uniprotkb:SOS1_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0493(in vivo)	Tian X (2001)	pubmed:11560935	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0470(kegg)|MI:1014(string)	-	0.52		SOS1	RRAS
entrez gene:369	entrez gene:6237	uniprotkb:ARAF_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)	Yuryev A (2000)|Yuryev A (2003)	pubmed:10848612|pubmed:12620389	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0470(kegg)|MI:1014(string)	-	0.75		ARAF	RRAS
entrez gene:4690	entrez gene:6237	uniprotkb:NCK1_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0493(in vivo)|MI:0018(two hybrid)|Reconstituted Complex|Affinity Capture-Western|MI:0081(peptide array)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Wang B (2000)|Wu C (2007)	pubmed:10671570|pubmed:17474147	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|i2d|MI:1014(string)	-	0.89		NCK1	RRAS
entrez gene:928	entrez gene:966	uniprotkb:CD9_HUMAN	uniprotkb:CD59_HUMAN	-	-	MI:0492(in vitro)	Ninomiya H (1992)|Rual JF (2005)	pubmed:1377690|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|rual05	-	0.62		CD9	CD59
entrez gene:2048	entrez gene:6237	uniprotkb:EPHB2_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0492(in vitro)	Zou JX (1999)	pubmed:10570155	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		EPHB2	RRAS
entrez gene:5900	entrez gene:6237	uniprotkb:GNDS_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|Reconstituted Complex|MI:0096(pull down)	Spaargaren M (1994)	pubmed:7809086	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.78		RALGDS	RRAS
entrez gene:83593	entrez gene:6237	uniprotkb:RASF5_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Ortiz-Vega S (2002)|Lim J (2006)	pubmed:11857081|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06|MI:1014(string)	-	0.88		RASSF5	RRAS
entrez gene:89797	entrez gene:6237	uniprotkb:NAV2_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0492(in vitro)	Mitin NY (2004)	pubmed:15031288	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		NAV2	RRAS
entrez gene:54922	entrez gene:6237	uniprotkb:RAIN_HUMAN	uniprotkb:RRAS_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)	Mitin NY (2004)	pubmed:15031288	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.65		RASIP1	RRAS
entrez gene:1287	entrez gene:5008	uniprotkb:CO4A5_HUMAN	uniprotkb:ONCM_HUMAN	-	-	MI:0492(in vitro)	Somasundaram R (2001)	pubmed:11711546	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:1014(string)	-	0.52		COL4A5	OSM
entrez gene:1288	entrez gene:5008	uniprotkb:CO4A6_HUMAN	uniprotkb:ONCM_HUMAN	-	-	MI:0492(in vitro)|MI:0428(imaging technique)	Somasundaram R (2001)|Rual JF (2005)|Chen TC (2014)	pubmed:11711546|pubmed:16189514|pubmed:25241761	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|rual05|MI:0469(intact)|biogrid	-	0.66		COL4A6	OSM
entrez gene:3572	entrez gene:5008	uniprotkb:IL6RB_HUMAN	uniprotkb:ONCM_HUMAN	-	-	MI:0492(in vitro)|MI:0096(pull down)|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)	Mosley B (1996)|He W (2005)|Huttlin EL (2015)|Huttlin EL (2017)	pubmed:8999038|pubmed:16051226|pubmed:26186194|pubmed:28514442	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|MI:0465(dip)|i2d|MI:0469(intact)|biogrid	-	0.86		IL6ST	OSM
entrez gene:9180	entrez gene:5008	uniprotkb:OSMR_HUMAN	uniprotkb:ONCM_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0096(pull down)	Deller MC (2000)|Mosley B (1996)|Diveu C (2006)	pubmed:10997905|pubmed:8999038|pubmed:17028186	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0470(kegg)|MI:1014(string)|biogrid	-	0.73		OSMR	OSM
entrez gene:914	entrez gene:966	uniprotkb:CD2_HUMAN	uniprotkb:CD59_HUMAN	-	-	MI:0492(in vitro)	Hahn WC (1992)|Rual JF (2005)	pubmed:1377404|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|rual05	-	0.62		CD2	CD59
entrez gene:4067	entrez gene:4067	uniprotkb:LYN_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0424(protein kinase assay)|MI:0415(enzymatic study)	Suzuki-Inoue K (2002)|Hirao A (1997)|Negro A (2001)|Macdonald A (2004)|Chernock RD (2001)	pubmed:11943772|pubmed:9171348|pubmed:11744621|pubmed:14993658|pubmed:11157475	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0469(intact)|i2d|biogrid	-	0.83		LYN	LYN
entrez gene:867	entrez gene:4067	uniprotkb:CBL_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Wang L (2002)|Panchamoorthy G (1996)|Taher TE (2002)|Dombrosky-Ferlan PM (1997)|Marcilla A (1995)|Kaabeche K (2004)|Tanaka S (1995)|Wu J (2008)	pubmed:12149655|pubmed:8621719|pubmed:12244174|pubmed:9160881|pubmed:7721825|pubmed:15190072|pubmed:7782294|pubmed:18235045	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|MI:0465(dip)|i2d|MI:0462(bind)|MI:0469(intact)	-	0.96	taxid:10090(Mus musculus (Mouse))	CBL	LYN
entrez gene:4067	entrez gene:5335	uniprotkb:LYN_HUMAN	uniprotkb:PLCG1_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Perez-Villar JJ (1999)|Sidorenko SP (1996)|Law CL (1996)|Kim JW (1990)|Liao F (1993)|Brill LM (2004)	pubmed:10586033|pubmed:8885868|pubmed:8657103|pubmed:1689310|pubmed:7682059|pubmed:15144186	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.66		LYN	PLCG1
entrez gene:5175	entrez gene:4067	uniprotkb:PECA1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Cicmil M (2000)	pubmed:10858437	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.74		PECAM1	LYN
entrez gene:948	entrez gene:4067	uniprotkb:CD36_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	Huang MM (1991)|Stewart CR (2009)	pubmed:1715582|pubmed:20037584	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.87		CD36	LYN
entrez gene:5777	entrez gene:4067	uniprotkb:PTN6_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	Yoshida K (1999)|Somani AK (2000)|Zhang Z (2002)|Lorenz U (1994)|Kharbanda S (1996)|Cuevas B (1999)|Lapalombella R (2012)	pubmed:10574931|pubmed:11042209|pubmed:12468540|pubmed:8114715|pubmed:8692915|pubmed:10488096|pubmed:22624718	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.89		PTPN6	LYN
entrez gene:7297	entrez gene:4067	uniprotkb:TYK2_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Uddin S (1998)	pubmed:9633884	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		TYK2	LYN
entrez gene:4067	entrez gene:5580	uniprotkb:LYN_HUMAN	uniprotkb:KPCD_HUMAN	-	-	MI:0492(in vitro)	Kronfeld I (2000)|Szallasi Z (1995)	pubmed:10945993|pubmed:7575560	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.62		LYN	PRKCD
entrez gene:4067	entrez gene:695	uniprotkb:LYN_HUMAN	uniprotkb:BTK_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0096(pull down)	Cheng G (1994)|Baba Y (2001)|Kang SW (2001)|Rawlings DJ (1996)|Park H (1996)	pubmed:8058772|pubmed:11226282|pubmed:11598012|pubmed:8629002|pubmed:8630736	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0470(kegg)	-	0.87		LYN	BTK
entrez gene:2892	entrez gene:4067	uniprotkb:GRIA3_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)	Hayashi T (1999)	pubmed:9892356	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		GRIA3	LYN
entrez gene:11034	entrez gene:71	uniprotkb:DEST_HUMAN	uniprotkb:ACTG_HUMAN	-	-	MI:0492(in vitro)|MI:0018(two hybrid)|MI:0231(mammalian protein protein interaction trap)	Hawkins M (1993)|Rual JF (2005)|Rolland T (2014)	pubmed:8399167|pubmed:16189514|pubmed:25416956	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|i2d|ortho|rual05	-	0.92	taxid:4932(Saccharomyces cerevisiae (Baker's yeast))	DSTN	ACTG1
entrez gene:6714	entrez gene:966	uniprotkb:SRC_HUMAN	uniprotkb:CD59_HUMAN	-	-	MI:0493(in vivo)	Wang W (2002)|Rual JF (2005)	pubmed:12219031|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|rual05	-	0.62		SRC	CD59
entrez gene:4145	entrez gene:4067	uniprotkb:MATK_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Hirao A (1997)|Okada M (1991)	pubmed:9171348|pubmed:1722201	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.65		MATK	LYN
entrez gene:100133941	entrez gene:4067	uniprotkb:CD24_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	Zarn JA (1996)|Su N (2012)	pubmed:8753773|pubmed:22731636	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.86		CD24	LYN
entrez gene:4067	entrez gene:6850	uniprotkb:LYN_HUMAN	uniprotkb:KSYK_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Sidorenko SP (1995)|Wolf RM (2001)|Panchamoorthy G (1996)|Keshvara LM (1998)	pubmed:7831290|pubmed:11536198|pubmed:8621719|pubmed:9820500	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0465(dip)|i2d|MI:0470(kegg)	-	0.9		LYN	SYK
entrez gene:5141	entrez gene:4067	uniprotkb:PDE4A_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	McPhee I (1999)|Bolger GB (2003)	pubmed:10206997|pubmed:12810716	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.92	taxid:10116(Rattus norvegicus (Rat))	PDE4A	LYN
entrez gene:4067	entrez gene:5336	uniprotkb:LYN_HUMAN	uniprotkb:PLCG2_HUMAN	-	-	MI:0492(in vitro)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Ozdener F (2002)|Liao F (1993)|Brill LM (2004)|Pleiman CM (1993)|Guo B (2000)	pubmed:12181444|pubmed:7682059|pubmed:15144186|pubmed:8395016|pubmed:10981967	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.89		LYN	PLCG2
entrez gene:5588	entrez gene:4067	uniprotkb:KPCT_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)	Liu Y (2001)	pubmed:11358993	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		PRKCQ	LYN
entrez gene:6464	entrez gene:4067	uniprotkb:SHC1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Affinity Capture-Western|MI:0096(pull down)|MI:0004(affinity chromatography technology)	Ptasznik A (1995)|Weng Z (1994)	pubmed:7650013|pubmed:7516469	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|MI:0469(intact)	-	0.85		SHC1	LYN
entrez gene:836	entrez gene:4067	uniprotkb:CASP3_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Luciano F (2001)	pubmed:11526478	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		CASP3	LYN
entrez gene:3190	entrez gene:4067	uniprotkb:HNRPK_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0004(affinity chromatography technology)	Weng Z (1994)|Zhu J (2013)	pubmed:7516469|pubmed:23503679	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|homomint|i2d|biogrid	-	0.84	taxid:10116(Rattus norvegicus (Rat))|taxid:10090(Mus musculus (Mouse))	HNRNPK	LYN
entrez gene:5747	entrez gene:4067	uniprotkb:FAK1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	Mlinaric-Rascan I (2001)|Chung J (1997)|Grossmann A (2015)	pubmed:11389892|pubmed:9169439|pubmed:25814554	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|MI:0469(intact)	-	0.89		PTK2	LYN
entrez gene:6535	entrez gene:966	uniprotkb:SC6A8_HUMAN	uniprotkb:CD59_HUMAN	-	-	MI:0493(in vivo)	Wang W (2002)	pubmed:12219031	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		SLC6A8	CD59
entrez gene:5591	entrez gene:4067	uniprotkb:PRKDC_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Kumar S (1998)	pubmed:9748231	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		PRKDC	LYN
entrez gene:2185	entrez gene:4067	uniprotkb:FAK2_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Yamasaki M (2001)	pubmed:11311138	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0470(kegg)	-	0.73		PTK2B	LYN
entrez gene:5294	entrez gene:4067	uniprotkb:PK3CG_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Pigazzi A (1999)|Marcilla A (1995)	pubmed:10318860|pubmed:7721825	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.85		PIK3CG	LYN
entrez gene:4067	entrez gene:3059	uniprotkb:LYN_HUMAN	uniprotkb:HCLS1_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Yamanashi Y (1993)|Yamanashi Y (1997)|Brunati AM (1999)|Brunati AM (2005)|Lim J (2006)	pubmed:7682714|pubmed:9104825|pubmed:10066823|pubmed:15795233|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0471(mint)|homomint|i2d|lim06|MI:0469(intact)	-	0.95	taxid:10090(Mus musculus (Mouse))	LYN	HCLS1
entrez gene:3937	entrez gene:4067	uniprotkb:LCP2_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Gross BS (1999)	pubmed:10026222	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0462(bind)	-	0.79		LCP2	LYN
entrez gene:5595	entrez gene:4067	uniprotkb:MK03_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	Wei S (2000)|Su N (2012)	pubmed:11131153|pubmed:22731636	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.86		MAPK3	LYN
entrez gene:4067	entrez gene:11184	uniprotkb:LYN_HUMAN	uniprotkb:M4K1_HUMAN	-	-	MI:0492(in vitro)	Tsuji S (2001)	pubmed:11514608	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		LYN	MAP4K1
entrez gene:10657	entrez gene:4067	uniprotkb:KHDR1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0019(coimmunoprecipitation)|MI:0096(pull down)|MI:0415(enzymatic study)|MI:0004(affinity chromatography technology)|MI:0055(fluorescent resonance energy transfer)	Weng Z (1994)|Fusaki N (1997)|Kaabeche K (2004)|Asbach B (2012)	pubmed:7516469|pubmed:9045636|pubmed:15190072|pubmed:22745667	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0469(intact)|MI:0471(mint)|i2d|biogrid	-	0.89		KHDRBS1	LYN
entrez gene:4067	entrez gene:6004	uniprotkb:LYN_HUMAN	uniprotkb:RGS16_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0415(enzymatic study)	Derrien A (2003)|Derrien A (2001)	pubmed:12588871|pubmed:11602604	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid	-	0.68		LYN	RGS16
entrez gene:91544	entrez gene:9372	uniprotkb:UBX11_HUMAN	uniprotkb:ZFYV9_HUMAN	-	-	MI:0018(two hybrid)	Rual JF (2005)|Colland F (2004)	pubmed:16189514|pubmed:15231748	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0471(mint)|i2d|rual05|colland04|MI:0469(intact)|biogrid	-	0.73		UBXN11	ZFYVE9
entrez gene:9437	entrez gene:966	uniprotkb:NCTR1_HUMAN	uniprotkb:CD59_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Marcenaro E (2003)	pubmed:14635045	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.73		NCR1	CD59
entrez gene:4067	entrez gene:5511	uniprotkb:LYN_HUMAN	uniprotkb:PP1R8_HUMAN	-	-	MI:0492(in vitro)|Biochemical Activity|MI:0415(enzymatic study)	Beullens M (2000)	pubmed:11104670	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.67		LYN	PPP1R8
entrez gene:4868	entrez gene:4067	uniprotkb:NPHN_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)	Lahdenper?? J (2003)	pubmed:12846735	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		NPHS1	LYN
entrez gene:1742	entrez gene:4067	uniprotkb:DLG4_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)	Tezuka T (1999)	pubmed:9892651	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.59	taxid:10116(Rattus norvegicus (Rat))	DLG4	LYN
entrez gene:9564	entrez gene:4067	uniprotkb:BCAR1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Qiu W (1998)|Mani?? SN (1997)	pubmed:9581808|pubmed:9020138	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|homomint|i2d	-	0.9	taxid:10090(Mus musculus (Mouse))	BCAR1	LYN
entrez gene:9094	entrez gene:4067	uniprotkb:U119A_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Cen O (2002)	pubmed:12496276	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.79		UNC119	LYN
